,path,emotion
31,data/training/Actor_29/OAF_keg_angry.wav,angry
32,data/training/Actor_29/OAF_mood_angry.wav,angry
33,data/training/Actor_29/OAF_perch_angry.wav,angry
34,data/training/Actor_29/OAF_said_angry.wav,angry
35,data/training/Actor_29/OAF_book_angry.wav,angry
36,data/training/Actor_29/YAF_nag_angry.wav,angry
37,data/training/Actor_29/OAF_get_angry.wav,angry
38,data/training/Actor_29/YAF_near_angry.wav,angry
39,data/training/Actor_29/OAF_far_angry.wav,angry
40,data/training/Actor_29/OAF_pool_angry.wav,angry
41,data/training/Actor_29/YAF_chain_angry.wav,angry
42,data/training/Actor_29/YAF_check_angry.wav,angry
43,data/training/Actor_29/YAF_fail_angry.wav,angry
44,data/training/Actor_29/OAF_cheek_angry.wav,angry
45,data/training/Actor_29/YAF_lot_angry.wav,angry
46,data/training/Actor_29/YAF_read_angry.wav,angry
47,data/training/Actor_29/YAF_rough_angry.wav,angry
48,data/training/Actor_29/YAF_haze_angry.wav,angry
49,data/training/Actor_29/OAF_team_angry.wav,angry
50,data/training/Actor_29/OAF_gaze_angry.wav,angry
51,data/training/Actor_29/OAF_kite_angry.wav,angry
52,data/training/Actor_29/OAF_love_angry.wav,angry
53,data/training/Actor_29/YAF_choice_angry.wav,angry
54,data/training/Actor_29/OAF_hall_angry.wav,angry
55,data/training/Actor_29/YAF_mode_angry.wav,angry
56,data/training/Actor_29/OAF_dodge_angry.wav,angry
57,data/training/Actor_29/OAF_beg_angry.wav,angry
58,data/training/Actor_29/OAF_bath_angry.wav,angry
59,data/training/Actor_29/YAF_boat_angry.wav,angry
60,data/training/Actor_29/OAF_cause_angry.wav,angry
61,data/training/Actor_29/YAF_soap_angry.wav,angry
62,data/training/Actor_29/OAF_rose_angry.wav,angry
63,data/training/Actor_29/OAF_hash_angry.wav,angry
64,data/training/Actor_29/YAF_lore_angry.wav,angry
65,data/training/Actor_29/OAF_shout_angry.wav,angry
66,data/training/Actor_29/OAF_lose_angry.wav,angry
67,data/training/Actor_29/YAF_ripe_angry.wav,angry
68,data/training/Actor_29/OAF_date_angry.wav,angry
69,data/training/Actor_29/YAF_bar_angry.wav,angry
70,data/training/Actor_29/YAF_note_angry.wav,angry
71,data/training/Actor_29/YAF_red_angry.wav,angry
72,data/training/Actor_29/YAF_lid_angry.wav,angry
73,data/training/Actor_29/YAF_reach_angry.wav,angry
74,data/training/Actor_29/OAF_five_angry.wav,angry
75,data/training/Actor_29/OAF_sheep_angry.wav,angry
76,data/training/Actor_29/OAF_dab_angry.wav,angry
77,data/training/Actor_29/YAF_late_angry.wav,angry
78,data/training/Actor_29/OAF_fat_angry.wav,angry
79,data/training/Actor_29/YAF_pain_angry.wav,angry
80,data/training/Actor_29/YAF_neat_angry.wav,angry
81,data/training/Actor_29/OAF_raid_angry.wav,angry
82,data/training/Actor_29/OAF_name_angry.wav,angry
83,data/training/Actor_29/OAF_jar_angry.wav,angry
84,data/training/Actor_29/OAF_shirt_angry.wav,angry
85,data/training/Actor_29/OAF_dead_angry.wav,angry
86,data/training/Actor_29/OAF_gin_angry.wav,angry
87,data/training/Actor_29/YAF_peg_angry.wav,angry
88,data/training/Actor_29/YAF_life_angry.wav,angry
89,data/training/Actor_29/OAF_merge_angry.wav,angry
90,data/training/Actor_29/OAF_rush_angry.wav,angry
91,data/training/Actor_29/OAF_luck_angry.wav,angry
92,data/training/Actor_29/OAF_burn_angry.wav,angry
93,data/training/Actor_29/YAF_sure_angry.wav,angry
94,data/training/Actor_29/YAF_join_angry.wav,angry
95,data/training/Actor_29/YAF_room_angry.wav,angry
96,data/training/Actor_29/OAF_match_angry.wav,angry
97,data/training/Actor_29/OAF_knock_angry.wav,angry
98,data/training/Actor_29/OAF_search_angry.wav,angry
99,data/training/Actor_29/OAF_have_angry.wav,angry
100,data/training/Actor_29/OAF_chief_angry.wav,angry
101,data/training/Actor_29/YAF_fall_angry.wav,angry
102,data/training/Actor_29/OAF_should_angry.wav,angry
103,data/training/Actor_29/OAF_tape_angry.wav,angry
104,data/training/Actor_29/YAF_ditch_angry.wav,angry
105,data/training/Actor_29/YAF_talk_angry.wav,angry
106,data/training/Actor_29/OAF_dog_angry.wav,angry
107,data/training/Actor_29/YAF_bite_angry.wav,angry
108,data/training/Actor_29/YAF_mess_angry.wav,angry
109,data/training/Actor_29/OAF_make_angry.wav,angry
110,data/training/Actor_29/OAF_south_angry.wav,angry
111,data/training/Actor_29/OAF_ring_angry.wav,angry
112,data/training/Actor_29/YAF_doll_angry.wav,angry
113,data/training/Actor_29/OAF_gap_angry.wav,angry
114,data/training/Actor_29/OAF_tell_angry.wav,angry
115,data/training/Actor_29/YAF_judge_angry.wav,angry
116,data/training/Actor_29/OAF_sell_angry.wav,angry
117,data/training/Actor_29/OAF_kick_angry.wav,angry
118,data/training/Actor_29/YAF_sub_angry.wav,angry
119,data/training/Actor_29/YAF_goose_angry.wav,angry
120,data/training/Actor_29/OAF_jug_angry.wav,angry
121,data/training/Actor_29/YAF_hit_angry.wav,angry
122,data/training/Actor_29/YAF_pass_angry.wav,angry
123,data/training/Actor_29/OAF_hole_angry.wav,angry
124,data/training/Actor_29/OAF_long_angry.wav,angry
125,data/training/Actor_29/OAF_cool_angry.wav,angry
126,data/training/Actor_29/OAF_germ_angry.wav,angry
127,data/training/Actor_29/YAF_shall_angry.wav,angry
128,data/training/Actor_29/YAF_juice_angry.wav,angry
129,data/training/Actor_29/YAF_lease_angry.wav,angry
130,data/training/Actor_29/YAF_gas_angry.wav,angry
131,data/training/Actor_29/OAF_came_angry.wav,angry
132,data/training/Actor_29/OAF_loaf_angry.wav,angry
133,data/training/Actor_29/YAF_lean_angry.wav,angry
134,data/training/Actor_29/OAF_pole_angry.wav,angry
135,data/training/Actor_29/YAF_puff_angry.wav,angry
136,data/training/Actor_29/YAF_hush_angry.wav,angry
137,data/training/Actor_29/OAF_rain_angry.wav,angry
138,data/training/Actor_29/YAF_rat_angry.wav,angry
139,data/training/Actor_29/OAF_chat_angry.wav,angry
140,data/training/Actor_29/OAF_keen_angry.wav,angry
141,data/training/Actor_29/OAF_mill_angry.wav,angry
142,data/training/Actor_29/OAF_food_angry.wav,angry
143,data/training/Actor_29/OAF_back_angry.wav,angry
144,data/training/Actor_29/OAF_death_angry.wav,angry
145,data/training/Actor_29/YAF_jail_angry.wav,angry
146,data/training/Actor_29/OAF_live_angry.wav,angry
147,data/training/Actor_29/OAF_laud_angry.wav,angry
148,data/training/Actor_29/YAF_hurl_angry.wav,angry
149,data/training/Actor_29/OAF_dip_angry.wav,angry
150,data/training/Actor_29/YAF_bought_angry.wav,angry
151,data/training/Actor_29/YAF_sail_angry.wav,angry
152,data/training/Actor_29/YAF_size_angry.wav,angry
153,data/training/Actor_29/OAF_thin_angry.wav,angry
154,data/training/Actor_29/OAF_met_angry.wav,angry
155,data/training/Actor_29/YAF_dime_angry.wav,angry
156,data/training/Actor_29/OAF_pike_angry.wav,angry
157,data/training/Actor_29/YAF_phone_angry.wav,angry
158,data/training/Actor_29/OAF_half_angry.wav,angry
159,data/training/Actor_29/OAF_keep_angry.wav,angry
160,data/training/Actor_29/OAF_gun_angry.wav,angry
161,data/training/Actor_29/YAF_mob_angry.wav,angry
162,data/training/Actor_29/OAF_sour_angry.wav,angry
163,data/training/Actor_29/OAF_chair_angry.wav,angry
164,data/training/Actor_29/YAF_deep_angry.wav,angry
165,data/training/Actor_29/OAF_hate_angry.wav,angry
166,data/training/Actor_29/OAF_good_angry.wav,angry
167,data/training/Actor_29/OAF_kill_angry.wav,angry
168,data/training/Actor_29/YAF_pad_angry.wav,angry
169,data/training/Actor_29/YAF_cab_angry.wav,angry
170,data/training/Actor_29/OAF_bone_angry.wav,angry
171,data/training/Actor_29/OAF_moon_angry.wav,angry
172,data/training/Actor_29/YAF_such_angry.wav,angry
173,data/training/Actor_29/OAF_base_angry.wav,angry
174,data/training/Actor_29/YAF_shawl_angry.wav,angry
175,data/training/Actor_29/YAF_rag_angry.wav,angry
176,data/training/Actor_29/OAF_door_angry.wav,angry
177,data/training/Actor_29/OAF_nice_angry.wav,angry
178,data/training/Actor_29/YAF_home_angry.wav,angry
179,data/training/Actor_29/YAF_soup_angry.wav,angry
180,data/training/Actor_29/OAF_goal_angry.wav,angry
181,data/training/Actor_29/OAF_raise_angry.wav,angry
182,data/training/Actor_29/YAF_shack_angry.wav,angry
183,data/training/Actor_29/YAF_road_angry.wav,angry
184,data/training/Actor_29/OAF_page_angry.wav,angry
185,data/training/Actor_29/OAF_bean_angry.wav,angry
186,data/training/Actor_29/OAF_mode_angry.wav,angry
187,data/training/Actor_29/OAF_bar_angry.wav,angry
188,data/training/Actor_29/YAF_bath_angry.wav,angry
189,data/training/Actor_29/OAF_boat_angry.wav,angry
190,data/training/Actor_29/OAF_soap_angry.wav,angry
191,data/training/Actor_29/YAF_rose_angry.wav,angry
192,data/training/Actor_29/YAF_fat_angry.wav,angry
193,data/training/Actor_29/YAF_hash_angry.wav,angry
194,data/training/Actor_29/YAF_dab_angry.wav,angry
195,data/training/Actor_29/OAF_lore_angry.wav,angry
196,data/training/Actor_29/YAF_death_angry.wav,angry
197,data/training/Actor_29/OAF_lid_angry.wav,angry
198,data/training/Actor_29/OAF_red_angry.wav,angry
199,data/training/Actor_29/OAF_read_angry.wav,angry
200,data/training/Actor_29/OAF_haze_angry.wav,angry
201,data/training/Actor_29/YAF_jar_angry.wav,angry
202,data/training/Actor_29/YAF_team_angry.wav,angry
203,data/training/Actor_29/YAF_love_angry.wav,angry
204,data/training/Actor_29/OAF_peg_angry.wav,angry
205,data/training/Actor_29/YAF_gaze_angry.wav,angry
206,data/training/Actor_29/YAF_kite_angry.wav,angry
207,data/training/Actor_29/YAF_gin_angry.wav,angry
208,data/training/Actor_29/YAF_hall_angry.wav,angry
209,data/training/Actor_29/OAF_bought_angry.wav,angry
210,data/training/Actor_29/YAF_limb_angry.wav,angry
211,data/training/Actor_29/YAF_mood_angry.wav,angry
212,data/training/Actor_29/YAF_book_angry.wav,angry
213,data/training/Actor_29/YAF_said_angry.wav,angry
214,data/training/Actor_29/OAF_near_angry.wav,angry
215,data/training/Actor_29/YAF_pool_angry.wav,angry
216,data/training/Actor_29/OAF_shall_angry.wav,angry
217,data/training/Actor_29/OAF_juice_angry.wav,angry
218,data/training/Actor_29/OAF_fail_angry.wav,angry
219,data/training/Actor_29/OAF_lease_angry.wav,angry
220,data/training/Actor_29/YAF_dog_angry.wav,angry
221,data/training/Actor_29/YAF_king_angry.wav,angry
222,data/training/Actor_29/YAF_hire_angry.wav,angry
223,data/training/Actor_29/OAF_judge_angry.wav,angry
224,data/training/Actor_29/YAF_take_angry.wav,angry
225,data/training/Actor_29/OAF_numb_angry.wav,angry
226,data/training/Actor_29/YAF_calm_angry.wav,angry
227,data/training/Actor_29/OAF_goose_angry.wav,angry
228,data/training/Actor_29/OAF_pick_angry.wav,angry
229,data/training/Actor_29/YAF_gap_angry.wav,angry
230,data/training/Actor_29/YAF_have_angry.wav,angry
231,data/training/Actor_29/OAF_fall_angry.wav,angry
232,data/training/Actor_29/YAF_rot_angry.wav,angry
233,data/training/Actor_29/YAF_tape_angry.wav,angry
234,data/training/Actor_29/OAF_mess_angry.wav,angry
235,data/training/Actor_29/OAF_bite_angry.wav,angry
236,data/training/Actor_29/OAF_talk_angry.wav,angry
237,data/training/Actor_29/YAF_make_angry.wav,angry
238,data/training/Actor_29/YAF_raise_angry.wav,angry
239,data/training/Actor_29/OAF_shack_angry.wav,angry
240,data/training/Actor_29/OAF_doll_angry.wav,angry
241,data/training/Actor_29/YAF_fit_angry.wav,angry
242,data/training/Actor_29/YAF_ring_angry.wav,angry
243,data/training/Actor_29/OAF_life_angry.wav,angry
244,data/training/Actor_29/YAF_keg_angry.wav,angry
245,data/training/Actor_29/YAF_rush_angry.wav,angry
246,data/training/Actor_29/OAF_mop_angry.wav,angry
247,data/training/Actor_29/OAF_sure_angry.wav,angry
248,data/training/Actor_29/YAF_burn_angry.wav,angry
249,data/training/Actor_29/YAF_luck_angry.wav,angry
250,data/training/Actor_29/OAF_room_angry.wav,angry
251,data/training/Actor_29/YAF_far_angry.wav,angry
252,data/training/Actor_29/OAF_join_angry.wav,angry
253,data/training/Actor_29/YAF_get_angry.wav,angry
254,data/training/Actor_29/OAF_nag_angry.wav,angry
255,data/training/Actor_29/OAF_shawl_angry.wav,angry
256,data/training/Actor_29/YAF_name_angry.wav,angry
257,data/training/Actor_29/YAF_dead_angry.wav,angry
258,data/training/Actor_29/OAF_lot_angry.wav,angry
259,data/training/Actor_29/YAF_chair_angry.wav,angry
260,data/training/Actor_29/YAF_lose_angry.wav,angry
261,data/training/Actor_29/YAF_beg_angry.wav,angry
262,data/training/Actor_29/OAF_ripe_angry.wav,angry
263,data/training/Actor_29/YAF_date_angry.wav,angry
264,data/training/Actor_29/OAF_note_angry.wav,angry
265,data/training/Actor_29/YAF_five_angry.wav,angry
266,data/training/Actor_29/OAF_phone_angry.wav,angry
267,data/training/Actor_29/OAF_late_angry.wav,angry
268,data/training/Actor_29/OAF_pain_angry.wav,angry
269,data/training/Actor_29/YAF_raid_angry.wav,angry
270,data/training/Actor_29/OAF_neat_angry.wav,angry
271,data/training/Actor_29/YAF_rain_angry.wav,angry
272,data/training/Actor_29/OAF_hush_angry.wav,angry
273,data/training/Actor_29/YAF_met_angry.wav,angry
274,data/training/Actor_29/YAF_keen_angry.wav,angry
275,data/training/Actor_29/YAF_chat_angry.wav,angry
276,data/training/Actor_29/YAF_food_angry.wav,angry
277,data/training/Actor_29/YAF_mill_angry.wav,angry
278,data/training/Actor_29/YAF_dodge_angry.wav,angry
279,data/training/Actor_29/YAF_dip_angry.wav,angry
280,data/training/Actor_29/YAF_cause_angry.wav,angry
281,data/training/Actor_29/YAF_back_angry.wav,angry
282,data/training/Actor_29/OAF_jail_angry.wav,angry
283,data/training/Actor_29/YAF_shout_angry.wav,angry
284,data/training/Actor_29/YAF_laud_angry.wav,angry
285,data/training/Actor_29/YAF_live_angry.wav,angry
286,data/training/Actor_29/OAF_hurl_angry.wav,angry
287,data/training/Actor_29/YAF_came_angry.wav,angry
288,data/training/Actor_29/YAF_gun_angry.wav,angry
289,data/training/Actor_29/YAF_loaf_angry.wav,angry
290,data/training/Actor_29/OAF_lean_angry.wav,angry
291,data/training/Actor_29/OAF_rough_angry.wav,angry
292,data/training/Actor_29/YAF_pole_angry.wav,angry
293,data/training/Actor_29/OAF_puff_angry.wav,angry
294,data/training/Actor_29/OAF_mob_angry.wav,angry
295,data/training/Actor_29/OAF_pearl_angry.wav,angry
296,data/training/Actor_29/YAF_long_angry.wav,angry
297,data/training/Actor_29/OAF_pad_angry.wav,angry
298,data/training/Actor_29/YAF_learn_angry.wav,angry
299,data/training/Actor_29/YAF_cool_angry.wav,angry
300,data/training/Actor_29/YAF_perch_angry.wav,angry
301,data/training/Actor_29/YAF_should_angry.wav,angry
302,data/training/Actor_29/YAF_germ_angry.wav,angry
303,data/training/Actor_29/OAF_check_angry.wav,angry
304,data/training/Actor_29/OAF_chain_angry.wav,angry
305,data/training/Actor_29/OAF_cab_angry.wav,angry
306,data/training/Actor_29/YAF_cheek_angry.wav,angry
307,data/training/Actor_29/YAF_tell_angry.wav,angry
308,data/training/Actor_29/YAF_search_angry.wav,angry
309,data/training/Actor_29/OAF_seize_angry.wav,angry
310,data/training/Actor_29/YAF_sell_angry.wav,angry
311,data/training/Actor_29/YAF_kick_angry.wav,angry
312,data/training/Actor_29/OAF_rag_angry.wav,angry
313,data/training/Actor_29/YAF_chalk_angry.wav,angry
314,data/training/Actor_29/OAF_mouse_angry.wav,angry
315,data/training/Actor_29/OAF_pass_angry.wav,angry
316,data/training/Actor_29/YAF_hole_angry.wav,angry
317,data/training/Actor_29/OAF_sub_angry.wav,angry
318,data/training/Actor_29/YAF_door_angry.wav,angry
319,data/training/Actor_29/YAF_nice_angry.wav,angry
320,data/training/Actor_29/YAF_chief_angry.wav,angry
321,data/training/Actor_29/OAF_ditch_angry.wav,angry
322,data/training/Actor_29/OAF_home_angry.wav,angry
323,data/training/Actor_29/OAF_soup_angry.wav,angry
324,data/training/Actor_29/YAF_goal_angry.wav,angry
325,data/training/Actor_29/OAF_hit_angry.wav,angry
326,data/training/Actor_29/YAF_page_angry.wav,angry
327,data/training/Actor_29/YAF_south_angry.wav,angry
328,data/training/Actor_29/OAF_road_angry.wav,angry
329,data/training/Actor_29/YAF_jug_angry.wav,angry
330,data/training/Actor_29/YAF_bean_angry.wav,angry
331,data/training/Actor_29/YAF_hate_angry.wav,angry
332,data/training/Actor_29/YAF_good_angry.wav,angry
333,data/training/Actor_29/YAF_kill_angry.wav,angry
334,data/training/Actor_29/YAF_merge_angry.wav,angry
335,data/training/Actor_29/YAF_bone_angry.wav,angry
336,data/training/Actor_29/YAF_moon_angry.wav,angry
337,data/training/Actor_29/OAF_such_angry.wav,angry
338,data/training/Actor_29/YAF_base_angry.wav,angry
339,data/training/Actor_29/YAF_match_angry.wav,angry
340,data/training/Actor_29/YAF_knock_angry.wav,angry
341,data/training/Actor_29/YAF_keep_angry.wav,angry
342,data/training/Actor_29/YAF_half_angry.wav,angry
343,data/training/Actor_29/YAF_shirt_angry.wav,angry
344,data/training/Actor_29/OAF_gas_angry.wav,angry
345,data/training/Actor_29/YAF_sour_angry.wav,angry
346,data/training/Actor_29/OAF_deep_angry.wav,angry
347,data/training/Actor_29/OAF_size_angry.wav,angry
348,data/training/Actor_29/OAF_sail_angry.wav,angry
349,data/training/Actor_29/YAF_thin_angry.wav,angry
350,data/training/Actor_29/OAF_choice_angry.wav,angry
351,data/training/Actor_29/OAF_rat_angry.wav,angry
352,data/training/Actor_29/OAF_dime_angry.wav,angry
353,data/training/Actor_29/OAF_reach_angry.wav,angry
354,data/training/Actor_29/YAF_pike_angry.wav,angry
355,data/training/Actor_29/YAF_sheep_angry.wav,angry
356,data/training/Actor_11/03-02-05-01-02-01-11_angry.wav,angry
357,data/training/Actor_11/11_01_02_01_kids-talking_angry.wav,angry
358,data/training/Actor_11/11_02_02_02_kids-talking_angry.wav,angry
359,data/training/Actor_11/03-02-05-02-02-01-11_angry.wav,angry
360,data/training/Actor_11/11_02_02_01_kids-talking_angry.wav,angry
361,data/training/Actor_11/11_01_02_02_kids-talking_angry.wav,angry
362,data/training/Actor_11/03-02-05-02-01-02-11_angry.wav,angry
363,data/training/Actor_11/11_01_02_02_dogs-sitting_angry.wav,angry
364,data/training/Actor_11/11_02_02_01_dogs-sitting_angry.wav,angry
365,data/training/Actor_11/11_02_02_02_dogs-sitting_angry.wav,angry
366,data/training/Actor_11/11_01_02_01_dogs-sitting_angry.wav,angry
367,data/training/Actor_11/03-02-05-01-01-02-11_angry.wav,angry
368,data/training/Actor_11/11_01_01_02_kids-talking_angry.wav,angry
369,data/training/Actor_11/11_02_01_01_kids-talking_angry.wav,angry
370,data/training/Actor_11/03-02-05-02-01-01-11_angry.wav,angry
371,data/training/Actor_11/03-02-05-01-01-01-11_angry.wav,angry
372,data/training/Actor_11/11_02_01_02_kids-talking_angry.wav,angry
373,data/training/Actor_11/11_01_01_01_kids-talking_angry.wav,angry
374,data/training/Actor_11/03-02-05-01-02-02-11_angry.wav,angry
375,data/training/Actor_11/11_01_01_01_dogs-sitting_angry.wav,angry
376,data/training/Actor_11/11_02_01_02_dogs-sitting_angry.wav,angry
377,data/training/Actor_11/11_02_01_01_dogs-sitting_angry.wav,angry
378,data/training/Actor_11/11_01_01_02_dogs-sitting_angry.wav,angry
379,data/training/Actor_11/03-02-05-02-02-02-11_angry.wav,angry
380,data/training/Actor_27/1072_IOM_ANG_XX_angry.wav,angry
381,data/training/Actor_27/1033_TAI_ANG_XX_angry.wav,angry
382,data/training/Actor_27/1069_WSI_ANG_XX_angry.wav,angry
383,data/training/Actor_27/1077_DFA_ANG_XX_angry.wav,angry
384,data/training/Actor_27/1013_TIE_ANG_XX_angry.wav,angry
385,data/training/Actor_27/1010_WSI_ANG_XX_angry.wav,angry
386,data/training/Actor_27/1002_TSI_ANG_XX_angry.wav,angry
387,data/training/Actor_27/1073_IEO_ANG_HI_angry.wav,angry
388,data/training/Actor_27/1068_MTI_ANG_XX_angry.wav,angry
389,data/training/Actor_27/1065_IWL_ANG_XX_angry.wav,angry
390,data/training/Actor_27/1011_MTI_ANG_XX_angry.wav,angry
391,data/training/Actor_27/1045_IWW_ANG_XX_angry.wav,angry
392,data/training/Actor_27/1059_ITH_ANG_XX_angry.wav,angry
393,data/training/Actor_27/1017_IEO_ANG_MD_angry.wav,angry
394,data/training/Actor_27/1002_IEO_ANG_LO_angry.wav,angry
395,data/training/Actor_27/1020_ITH_ANG_XX_angry.wav,angry
396,data/training/Actor_27/1041_ITS_ANG_XX_angry.wav,angry
397,data/training/Actor_27/1028_WSI_ANG_XX_angry.wav,angry
398,data/training/Actor_27/1072_TAI_ANG_XX_angry.wav,angry
399,data/training/Actor_27/1033_IOM_ANG_XX_angry.wav,angry
400,data/training/Actor_27/1043_TSI_ANG_XX_angry.wav,angry
401,data/training/Actor_27/1038_ITS_ANG_XX_angry.wav,angry
402,data/training/Actor_27/1051_WSI_ANG_XX_angry.wav,angry
403,data/training/Actor_27/1052_TIE_ANG_XX_angry.wav,angry
404,data/training/Actor_27/1036_DFA_ANG_XX_angry.wav,angry
405,data/training/Actor_27/1024_IWL_ANG_XX_angry.wav,angry
406,data/training/Actor_27/1029_MTI_ANG_XX_angry.wav,angry
407,data/training/Actor_27/1032_IEO_ANG_HI_angry.wav,angry
408,data/training/Actor_27/1050_MTI_ANG_XX_angry.wav,angry
409,data/training/Actor_27/1004_IWW_ANG_XX_angry.wav,angry
410,data/training/Actor_27/1043_IEO_ANG_LO_angry.wav,angry
411,data/training/Actor_27/1056_IEO_ANG_MD_angry.wav,angry
412,data/training/Actor_27/1018_ITH_ANG_XX_angry.wav,angry
413,data/training/Actor_27/1061_ITH_ANG_XX_angry.wav,angry
414,data/training/Actor_27/1025_ITH_ANG_XX_angry.wav,angry
415,data/training/Actor_27/1012_IEO_ANG_MD_angry.wav,angry
416,data/training/Actor_27/1007_IEO_ANG_LO_angry.wav,angry
417,data/training/Actor_27/1040_IWW_ANG_XX_angry.wav,angry
418,data/training/Actor_27/1039_IWW_ANG_XX_angry.wav,angry
419,data/training/Actor_27/1019_IWL_ANG_XX_angry.wav,angry
420,data/training/Actor_27/1014_MTI_ANG_XX_angry.wav,angry
421,data/training/Actor_27/1060_IWL_ANG_XX_angry.wav,angry
422,data/training/Actor_27/1076_IEO_ANG_HI_angry.wav,angry
423,data/training/Actor_27/1007_TSI_ANG_XX_angry.wav,angry
424,data/training/Actor_27/1016_TIE_ANG_XX_angry.wav,angry
425,data/training/Actor_27/1072_DFA_ANG_XX_angry.wav,angry
426,data/training/Actor_27/1015_WSI_ANG_XX_angry.wav,angry
427,data/training/Actor_27/1005_ITS_ANG_XX_angry.wav,angry
428,data/training/Actor_27/1036_TAI_ANG_XX_angry.wav,angry
429,data/training/Actor_27/1077_IOM_ANG_XX_angry.wav,angry
430,data/training/Actor_27/1064_ITH_ANG_XX_angry.wav,angry
431,data/training/Actor_27/1046_IEO_ANG_LO_angry.wav,angry
432,data/training/Actor_27/1053_IEO_ANG_MD_angry.wav,angry
433,data/training/Actor_27/1001_IWW_ANG_XX_angry.wav,angry
434,data/training/Actor_27/1055_MTI_ANG_XX_angry.wav,angry
435,data/training/Actor_27/1058_IWL_ANG_XX_angry.wav,angry
436,data/training/Actor_27/1037_IEO_ANG_HI_angry.wav,angry
437,data/training/Actor_27/1021_IWL_ANG_XX_angry.wav,angry
438,data/training/Actor_27/1054_WSI_ANG_XX_angry.wav,angry
439,data/training/Actor_27/1033_DFA_ANG_XX_angry.wav,angry
440,data/training/Actor_27/1057_TIE_ANG_XX_angry.wav,angry
441,data/training/Actor_27/1046_TSI_ANG_XX_angry.wav,angry
442,data/training/Actor_27/1036_IOM_ANG_XX_angry.wav,angry
443,data/training/Actor_27/1077_TAI_ANG_XX_angry.wav,angry
444,data/training/Actor_27/1044_ITS_ANG_XX_angry.wav,angry
445,data/training/Actor_27/1025_IEO_ANG_MD_angry.wav,angry
446,data/training/Actor_27/1030_IEO_ANG_LO_angry.wav,angry
447,data/training/Actor_27/1049_IEO_ANG_LO_angry.wav,angry
448,data/training/Actor_27/1012_ITH_ANG_XX_angry.wav,angry
449,data/training/Actor_27/1077_IWW_ANG_XX_angry.wav,angry
450,data/training/Actor_27/1041_IEO_ANG_HI_angry.wav,angry
451,data/training/Actor_27/1057_IWL_ANG_XX_angry.wav,angry
452,data/training/Actor_27/1023_MTI_ANG_XX_angry.wav,angry
453,data/training/Actor_27/1038_IEO_ANG_HI_angry.wav,angry
454,data/training/Actor_27/1049_TSI_ANG_XX_angry.wav,angry
455,data/training/Actor_27/1040_IOM_ANG_XX_angry.wav,angry
456,data/training/Actor_27/1001_TAI_ANG_XX_angry.wav,angry
457,data/training/Actor_27/1058_TIE_ANG_XX_angry.wav,angry
458,data/training/Actor_27/1032_ITS_ANG_XX_angry.wav,angry
459,data/training/Actor_27/1045_DFA_ANG_XX_angry.wav,angry
460,data/training/Actor_27/1021_TIE_ANG_XX_angry.wav,angry
461,data/training/Actor_27/1022_WSI_ANG_XX_angry.wav,angry
462,data/training/Actor_27/1030_TSI_ANG_XX_angry.wav,angry
463,data/training/Actor_27/1039_IOM_ANG_XX_angry.wav,angry
464,data/training/Actor_27/1071_IEO_ANG_LO_angry.wav,angry
465,data/training/Actor_27/1064_IEO_ANG_MD_angry.wav,angry
466,data/training/Actor_27/1053_ITH_ANG_XX_angry.wav,angry
467,data/training/Actor_27/1008_IEO_ANG_LO_angry.wav,angry
